0.00,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.02,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.04,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.05,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.07,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.09,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.10,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.12,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.13,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.15,90.00,90.00,-1.022,0.265,0.132,0.473,2.108,-171.434
0.16,90.00,90.00,-1.022,0.265,0.132,0.485,2.117,-171.405
0.18,90.00,90.00,-1.022,0.265,0.132,0.461,2.141,-171.380
0.19,90.00,90.00,-1.022,0.265,0.132,0.475,2.128,-171.406
0.21,90.00,90.00,-1.022,0.264,0.132,0.489,2.097,-171.455
0.23,90.00,90.00,-1.022,0.264,0.132,0.486,2.062,-171.498
0.26,90.00,90.00,-1.022,0.264,0.132,0.476,2.128,-171.425
0.27,90.00,90.00,-1.022,0.264,0.132,0.510,2.065,-171.490
0.29,90.00,90.00,-1.022,0.264,0.132,0.503,2.058,-171.500
0.30,90.00,90.00,-1.022,0.264,0.132,0.480,2.111,-171.442
0.32,90.00,90.00,-1.022,0.265,0.132,0.461,2.148,-171.383
0.33,90.00,90.00,-1.022,0.264,0.132,0.492,2.074,-171.468
0.35,90.00,90.00,-1.022,0.264,0.132,0.492,2.074,-171.468
0.36,90.00,90.00,-1.022,0.265,0.132,0.481,2.136,-171.374
0.38,90.00,90.00,-1.022,0.265,0.132,0.481,2.136,-171.374
0.40,90.00,90.00,-1.022,0.265,0.132,0.484,2.128,-171.394
0.41,90.00,90.00,-1.022,0.264,0.132,0.501,2.095,-171.466
0.43,90.00,90.00,-1.022,0.265,0.132,0.480,2.148,-171.388
0.44,90.00,90.00,-1.022,0.264,0.132,0.486,2.103,-171.456
0.46,90.00,90.00,-1.022,0.264,0.132,0.509,2.119,-171.436
0.47,90.00,90.00,-1.022,0.265,0.132,0.494,2.152,-171.373
0.49,90.00,90.00,-1.022,0.264,0.132,0.493,2.058,-171.500
0.50,90.00,90.00,-1.022,0.265,0.132,0.492,2.094,-171.437
0.52,90.00,90.00,-1.022,0.265,0.132,0.496,2.130,-171.394
0.53,90.00,90.00,-1.022,0.265,0.132,0.468,2.152,-171.391
0.55,90.00,90.00,-1.022,0.264,0.132,0.501,2.097,-171.459
0.56,90.00,90.00,-1.022,0.265,0.132,0.478,2.128,-171.409
0.58,90.00,90.00,-1.022,0.265,0.132,0.504,2.134,-171.379
0.60,90.00,90.00,-1.022,0.265,0.132,0.478,2.122,-171.419
0.61,90.00,90.00,-1.022,0.264,0.132,0.484,2.066,-171.513
0.63,90.00,90.00,-1.022,0.264,0.132,0.484,2.066,-171.513
0.64,90.00,90.00,-1.022,0.264,0.132,0.492,2.084,-171.469
0.66,90.00,90.00,-1.022,0.265,0.132,0.495,2.106,-171.438
0.67,90.00,90.00,-1.022,0.264,0.132,0.492,2.069,-171.499
0.69,90.00,90.00,-1.022,0.264,0.132,0.513,2.057,-171.502
0.70,90.00,90.00,-1.022,0.265,0.132,0.492,2.105,-171.436
0.72,90.00,90.00,-1.022,0.265,0.132,0.482,2.139,-171.390
0.73,90.00,90.00,-1.022,0.265,0.132,0.501,2.141,-171.386
0.75,90.00,90.00,-1.022,0.264,0.132,0.502,2.104,-171.448
0.76,90.00,90.00,-1.022,0.265,0.132,0.497,2.125,-171.404
0.78,90.00,90.00,-1.022,0.265,0.132,0.485,2.131,-171.388
0.80,90.00,90.00,-1.022,0.265,0.132,0.505,2.101,-171.442
0.81,90.00,90.00,-1.022,0.264,0.132,0.500,2.099,-171.468
0.83,90.00,90.00,-1.022,0.264,0.132,0.501,2.067,-171.513
0.84,90.00,90.00,-1.022,0.264,0.132,0.481,2.096,-171.471
0.86,90.00,90.00,-1.022,0.265,0.132,0.482,2.121,-171.441
0.87,90.00,90.00,-1.022,0.264,0.132,0.496,2.069,-171.500
0.89,90.00,90.00,-1.022,0.264,0.132,0.496,2.069,-171.495
0.90,90.00,90.00,-1.022,0.265,0.132,0.488,2.122,-171.432
0.92,90.00,90.00,-1.022,0.264,0.132,0.484,2.059,-171.513
0.93,90.00,90.00,-1.022,0.265,0.132,0.490,2.120,-171.400
