0.00,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.03,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.05,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.06,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.08,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.09,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.11,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.12,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.14,90.00,90.00,0.678,-0.103,0.160,154.170,7.663,86.236
0.17,90.00,90.00,0.679,-0.103,0.159,154.000,7.789,86.190
0.18,90.00,90.00,0.678,-0.103,0.160,154.316,8.647,85.783
0.20,90.00,90.00,0.678,-0.103,0.160,154.351,8.322,85.889
0.23,90.00,90.00,0.679,-0.103,0.159,154.345,7.402,86.305
0.25,90.00,90.00,0.679,-0.103,0.160,154.583,7.356,86.244
0.26,90.00,90.00,0.679,-0.103,0.160,154.578,6.908,86.555
0.28,90.00,90.00,0.679,-0.103,0.160,154.530,7.230,86.350
0.29,90.00,90.00,0.678,-0.104,0.160,154.681,7.981,86.013
0.31,90.00,90.00,0.679,-0.103,0.160,154.212,7.179,86.492
0.32,90.00,90.00,0.679,-0.104,0.159,153.795,8.586,85.564
0.34,90.00,90.00,0.678,-0.104,0.160,154.009,8.770,85.604
0.36,90.00,90.00,0.678,-0.103,0.159,153.745,8.318,85.931
0.37,90.00,90.00,0.678,-0.103,0.159,153.589,8.507,85.856
0.39,90.00,90.00,0.678,-0.103,0.159,153.583,8.778,85.708
0.40,90.00,90.00,0.678,-0.103,0.159,153.539,8.702,85.729
0.42,90.00,90.00,0.678,-0.103,0.159,153.629,8.477,85.870
0.43,90.00,90.00,0.678,-0.103,0.159,153.790,8.636,85.760
0.45,90.00,90.00,0.678,-0.103,0.159,153.818,8.380,85.874
0.47,90.00,90.00,0.679,-0.103,0.159,154.000,7.975,86.056
0.48,90.00,90.00,0.679,-0.103,0.160,154.454,7.337,86.295
0.49,90.00,90.00,0.679,-0.103,0.160,154.609,7.137,86.410
0.51,90.00,90.00,0.679,-0.103,0.160,154.564,7.226,86.302
0.53,90.00,90.00,0.679,-0.103,0.159,154.375,7.469,86.156
0.54,90.00,90.00,0.679,-0.103,0.160,154.564,7.040,86.469
0.56,90.00,90.00,0.679,-0.103,0.160,154.564,7.040,86.469
0.57,90.00,90.00,0.679,-0.103,0.159,154.264,7.704,86.074
0.59,90.00,90.00,0.678,-0.103,0.160,154.442,7.337,86.336
0.60,90.00,90.00,0.679,-0.103,0.160,154.459,7.191,86.400
0.62,90.00,90.00,0.679,-0.103,0.160,154.579,7.299,86.288
0.63,90.00,90.00,0.679,-0.103,0.160,154.579,7.299,86.288
0.65,90.00,90.00,0.679,-0.103,0.160,154.569,7.035,86.449
0.66,90.00,90.00,0.679,-0.103,0.160,154.531,7.123,86.381
0.68,90.00,90.00,0.679,-0.103,0.160,154.588,7.272,86.283
0.70,90.00,90.00,0.679,-0.103,0.160,154.576,7.045,86.446
0.71,90.00,90.00,0.679,-0.103,0.160,154.416,7.221,86.284
0.73,90.00,90.00,0.679,-0.103,0.159,154.124,7.747,85.966
0.74,90.00,90.00,0.679,-0.103,0.160,154.445,6.971,86.481
0.76,90.00,90.00,0.679,-0.103,0.160,154.473,6.907,86.534
0.77,90.00,90.00,0.679,-0.103,0.159,154.229,7.452,86.199
0.79,90.00,90.00,0.679,-0.103,0.160,154.421,7.192,86.323
0.80,90.00,90.00,0.679,-0.103,0.160,154.579,6.887,86.528
0.82,90.00,90.00,0.679,-0.103,0.160,154.579,6.887,86.528
0.83,90.00,90.00,0.679,-0.103,0.160,154.625,7.193,86.341
0.85,90.00,90.00,0.679,-0.103,0.160,154.605,6.818,86.583
0.87,90.00,90.00,0.679,-0.103,0.159,154.186,7.736,86.016
0.88,90.00,90.00,0.679,-0.103,0.160,154.458,7.246,86.328
0.90,90.00,90.00,0.679,-0.103,0.160,154.398,7.119,86.460
0.91,90.00,90.00,0.679,-0.103,0.160,154.415,7.235,86.389
0.93,90.00,90.00,0.679,-0.104,0.159,154.006,8.335,85.679
0.94,90.00,90.00,0.679,-0.103,0.160,154.343,7.287,86.371
0.96,90.00,90.00,0.679,-0.103,0.160,154.447,6.971,86.566
0.97,90.00,90.00,0.679,-0.103,0.160,154.404,7.882,85.976
0.99,90.00,90.00,0.679,-0.103,0.160,154.507,7.171,86.400
1.00,90.00,90.00,0.679,-0.103,0.160,154.515,6.881,86.585
1.02,90.00,90.00,0.679,-0.104,0.159,153.983,8.460,85.573
1.04,90.00,90.00,0.678,-0.104,0.160,154.228,8.784,85.703
1.05,90.00,90.00,0.678,-0.103,0.160,153.842,9.097,85.662
1.07,90.00,90.00,0.678,-0.103,0.160,153.770,9.362,85.572
1.08,90.00,90.00,0.678,-0.103,0.160,153.773,9.562,85.445
1.10,90.00,90.00,0.678,-0.103,0.160,153.885,9.263,85.542
1.11,90.00,90.00,0.679,-0.103,0.160,154.338,7.369,86.377
1.13,90.00,90.00,0.679,-0.103,0.160,154.338,7.369,86.377
1.14,90.00,90.00,0.679,-0.104,0.159,154.145,8.063,85.787
1.16,90.00,90.00,0.679,-0.103,0.160,154.566,7.025,86.452
1.17,90.00,90.00,0.679,-0.103,0.160,154.420,7.422,86.192
1.19,90.00,90.00,0.678,-0.104,0.160,154.653,8.017,86.001
1.20,90.00,90.00,0.679,-0.103,0.160,154.270,7.261,86.388
1.22,90.00,90.00,0.679,-0.103,0.159,154.019,7.514,86.282
1.24,90.00,90.00,0.678,-0.103,0.159,153.788,8.793,85.624
1.25,90.00,90.00,0.678,-0.103,0.159,153.541,8.382,85.928
1.27,90.00,90.00,0.678,-0.103,0.159,153.646,8.442,85.918
1.28,90.00,90.00,0.679,-0.103,0.159,153.672,8.671,85.711
1.30,90.00,90.00,0.678,-0.103,0.159,153.807,8.405,85.884
1.31,90.00,90.00,0.679,-0.103,0.159,154.046,7.654,86.235
1.33,90.00,90.00,0.679,-0.103,0.160,154.453,7.127,86.443
1.34,90.00,90.00,0.679,-0.103,0.160,154.523,7.377,86.205
1.36,90.00,90.00,0.679,-0.103,0.160,154.691,6.704,86.651
1.37,90.00,90.00,0.679,-0.103,0.160,154.551,7.189,86.327
1.39,90.00,90.00,0.679,-0.103,0.160,154.551,7.189,86.327
1.41,90.00,90.00,0.679,-0.103,0.160,154.586,6.922,86.564
1.42,90.00,90.00,0.679,-0.103,0.160,154.407,7.495,86.187
1.44,90.00,90.00,0.679,-0.103,0.160,154.519,7.498,86.221
1.45,90.00,90.00,0.679,-0.103,0.160,154.553,7.034,86.523
1.47,90.00,90.00,0.678,-0.104,0.160,154.630,8.062,85.974
1.48,90.00,90.00,0.678,-0.103,0.160,154.674,7.842,86.102
1.50,90.00,90.00,0.678,-0.103,0.160,154.701,7.754,86.153
1.51,90.00,90.00,0.678,-0.103,0.160,154.505,7.230,86.400
1.53,90.00,90.00,0.679,-0.103,0.160,154.354,7.426,86.291
1.54,90.00,90.00,0.679,-0.103,0.160,154.620,7.084,86.471
1.56,90.00,90.00,0.678,-0.103,0.160,154.604,7.461,86.193
1.57,90.00,90.00,0.678,-0.104,0.160,154.498,8.022,85.786
1.59,90.00,90.00,0.678,-0.104,0.160,154.216,8.574,85.551
1.61,90.00,90.00,0.678,-0.104,0.160,153.853,9.235,85.307
1.62,90.00,90.00,0.678,-0.103,0.159,153.026,10.699,84.808
1.64,90.00,90.00,0.678,-0.103,0.160,152.647,11.922,84.377
1.65,90.00,90.00,0.677,-0.103,0.161,152.399,12.415,84.265
1.67,90.00,90.00,0.678,-0.103,0.160,152.752,11.685,84.413
1.68,90.00,90.00,0.678,-0.103,0.159,152.868,11.429,84.459
1.70,90.00,90.00,0.678,-0.104,0.159,152.964,11.220,84.516
1.71,90.00,90.00,0.678,-0.104,0.159,152.984,11.238,84.509
1.73,90.00,90.00,0.678,-0.104,0.159,152.935,11.250,84.510
1.74,90.00,90.00,0.678,-0.104,0.159,152.834,11.547,84.387
1.76,90.00,90.00,0.677,-0.103,0.160,152.989,11.085,84.588
1.78,90.00,90.00,0.677,-0.103,0.160,152.989,11.085,84.588
1.79,90.00,90.00,0.677,-0.103,0.160,152.802,11.483,84.505
1.81,90.00,90.00,0.677,-0.103,0.160,152.452,12.265,84.218
1.82,90.00,90.00,0.677,-0.103,0.161,152.342,12.392,84.308
1.84,90.00,90.00,0.677,-0.103,0.160,152.663,11.911,84.416
1.85,90.00,90.00,0.678,-0.103,0.160,152.877,11.375,84.539
1.87,90.00,90.00,0.678,-0.103,0.159,152.959,11.371,84.505
1.88,90.00,90.00,0.678,-0.103,0.160,152.873,11.476,84.484
