0.00,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.02,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.04,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.05,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.07,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.08,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.10,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.12,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.13,90.00,90.00,0.000,0.000,0.000,0.000,0.000,0.000
0.15,90.00,90.00,0.381,0.185,0.170,152.948,2.414,-169.617
0.16,90.00,90.00,0.382,0.185,0.170,152.989,2.802,-170.117
0.18,90.00,90.00,0.382,0.185,0.170,153.004,2.874,-170.157
0.19,90.00,90.00,0.382,0.185,0.170,153.014,2.877,-170.161
0.21,90.00,90.00,0.382,0.185,0.170,153.021,2.832,-170.144
0.22,90.00,90.00,0.381,0.185,0.170,152.975,2.396,-169.611
0.24,90.00,90.00,0.381,0.185,0.170,152.964,2.378,-169.622
0.25,90.00,90.00,0.382,0.185,0.170,153.006,2.735,-170.119
0.27,90.00,90.00,0.382,0.185,0.170,153.014,2.873,-170.157
0.29,90.00,90.00,0.382,0.185,0.170,153.018,2.804,-170.133
0.30,90.00,90.00,0.382,0.185,0.170,153.017,2.815,-170.161
0.32,90.00,90.00,0.381,0.185,0.170,152.977,2.442,-169.642
0.33,90.00,90.00,0.381,0.185,0.170,152.976,2.452,-169.641
0.35,90.00,90.00,0.382,0.185,0.170,153.020,2.849,-170.160
0.36,90.00,90.00,0.381,0.185,0.170,152.967,2.439,-169.635
0.38,90.00,90.00,0.381,0.185,0.170,152.964,2.525,-169.632
0.39,90.00,90.00,0.382,0.185,0.170,153.003,2.892,-170.158
0.41,90.00,90.00,0.381,0.185,0.170,152.969,2.461,-169.644
0.43,90.00,90.00,0.382,0.185,0.170,153.015,2.820,-170.158
0.44,90.00,90.00,0.382,0.185,0.170,153.007,2.843,-170.157
0.46,90.00,90.00,0.382,0.185,0.170,153.011,2.833,-170.162
0.47,90.00,90.00,0.381,0.185,0.170,152.963,2.455,-169.635
0.49,90.00,90.00,0.382,0.185,0.170,153.010,2.816,-170.129
0.50,90.00,90.00,0.382,0.185,0.170,153.019,2.887,-170.174
0.52,90.00,90.00,0.382,0.185,0.170,153.026,2.865,-170.168
0.53,90.00,90.00,0.382,0.185,0.170,153.023,2.836,-170.163
0.55,90.00,90.00,0.381,0.185,0.170,152.984,2.344,-169.603
0.56,90.00,90.00,0.381,0.185,0.170,152.984,2.344,-169.603
0.58,90.00,90.00,0.382,0.185,0.170,153.016,2.729,-170.121
0.59,90.00,90.00,0.381,0.185,0.170,152.968,2.390,-169.598
0.61,90.00,90.00,0.381,0.185,0.170,152.972,2.404,-169.608
0.63,90.00,90.00,0.381,0.185,0.170,152.970,2.400,-169.602
0.64,90.00,90.00,0.382,0.185,0.170,153.004,2.782,-170.103
0.66,90.00,90.00,0.382,0.185,0.170,153.029,2.878,-170.142
0.67,90.00,90.00,0.382,0.185,0.170,153.029,2.868,-170.164
0.69,90.00,90.00,0.382,0.185,0.170,153.031,2.891,-170.169
0.71,90.00,90.00,0.381,0.185,0.170,152.981,2.487,-169.662
0.72,90.00,90.00,0.381,0.185,0.170,152.981,2.487,-169.662
0.73,90.00,90.00,0.382,0.185,0.170,153.012,2.880,-170.177
0.75,90.00,90.00,0.382,0.185,0.170,153.012,2.930,-170.174
0.76,90.00,90.00,0.382,0.185,0.170,153.012,2.930,-170.174
0.78,90.00,90.00,0.381,0.185,0.170,152.967,2.442,-169.626
0.80,90.00,90.00,0.381,0.185,0.170,152.971,2.487,-169.647
0.81,90.00,90.00,0.382,0.185,0.170,153.014,2.870,-170.152
0.83,90.00,90.00,0.382,0.185,0.170,153.025,2.857,-170.171
0.84,90.00,90.00,0.381,0.185,0.170,152.965,2.402,-169.613
0.86,90.00,90.00,0.382,0.185,0.170,153.006,2.821,-170.120
0.87,90.00,90.00,0.382,0.185,0.170,153.022,2.969,-170.173
0.89,90.00,90.00,0.382,0.185,0.170,153.015,2.904,-170.164
0.90,90.00,90.00,0.382,0.185,0.170,153.019,2.804,-170.142
0.92,90.00,90.00,0.382,0.185,0.170,153.010,2.855,-170.143
0.93,90.00,90.00,0.381,0.185,0.170,152.962,2.343,-169.598
